twoPtPassId,playId,teamId,playerId,twoPtPassPosition,twoPtPassConv,twoPtPassSack,twoPtPassComp,twoPtPassNull
400040,37865,4900,19920227,QB,failed,0,0,0
400041,37892,4900,19920227,QB,good,0,1,0
400042,38531,3700,19990002,QB,failed,0,0,0
400043,38706,750,19970478,QB,good,0,1,0
400044,39042,3700,19990002,QB,failed,0,0,0
400045,41760,2520,19870098,QB,good,0,1,0
400046,43529,4400,19850285,QB,failed,0,0,0
400047,44382,4600,19980187,QB,failed,0,0,0
400048,44708,4600,19980187,QB,good,0,1,0
400049,45851,4500,20000212,QB,failed,0,0,0
400050,45928,4500,20000212,QB,good,0,1,0
400051,46110,4500,20000212,QB,failed,0,0,0
400052,46865,4500,20030241,QB,failed,0,0,0
400053,47221,4500,20000212,QB,failed,0,0,0
400054,47261,4500,20000212,QB,good,0,1,0
400055,48041,3300,19990131,QB,failed,0,0,0
400056,48072,2510,20000168,QB,good,0,1,0
400057,48213,3430,20000018,QB,failed,0,0,0
400058,49360,4900,19980091,QB,failed,0,0,0
400059,49508,4900,19980091,QB,failed,0,0,0
400060,51451,1540,20020003,QB,failed,0,0,0
400061,52077,2100,19950003,QB,failed,0,0,0
400062,52094,2250,20030007,QB,good,0,1,0
400063,53123,5110,19930118,QB,good,0,1,0
400064,53297,1400,19970453,QB,good,0,1,0
400065,53466,1800,19910033,QB,good,0,1,0
