twoPtPassId,playId,teamId,playerId,twoPtPassPosition,twoPtPassConv,twoPtPassSack,twoPtPassComp,twoPtPassNull
400066,53628,3000,19990011,QB,good,0,1,0
1400001,1001100,3800,20020081,QB,failed,0,0,0
1400002,1001969,200,20040090,QB,good,0,1,0
1400003,1002140,200,20010001,QB,good,0,1,0
1400004,1002616,200,20040090,QB,good,0,1,0
1400005,1003444,2100,20050541,QB,good,0,1,0
1400006,1004075,325,20030019,QB,failed,0,0,0
1400007,1005092,325,19990471,QB,failed,0,0,0
1400008,1005122,325,20050213,QB,good,0,1,0
1400009,1007150,1800,19910033,QB,failed,0,0,0
1400010,1007160,750,19970478,QB,failed,0,0,0
1400011,1007170,1800,19910033,QB,good,0,1,0
1400012,1007192,1800,19910033,QB,good,0,1,0
1400013,1007988,3900,19980060,QB,good,0,1,0
1400014,1010271,920,20030001,QB,good,0,1,0
1400015,1011403,3000,19990011,QB,good,0,1,0
1400016,1017091,5110,19930118,QB,failed,0,0,0
1400017,1020943,2120,20020001,QB,failed,0,0,0
1400018,1021927,2120,20020001,QB,good,0,1,0
1400019,1023188,2200,19980001,QB,good,0,1,0
1400020,1025953,3200,20000199,QB,failed,0,0,0
1400021,1026283,2520,19950005,QB,failed,0,0,0
1400022,1026374,3700,19970207,QB,failed,0,0,0
1400023,1026428,3700,19990002,QB,good,0,1,0
1400024,1026901,2310,19930222,QB,good,0,1,0
1400025,1028349,3200,20000199,QB,failed,0,0,0
1400026,1028384,2700,19940197,QB,failed,0,1,0
1400027,1028689,4900,20030097,QB,good,0,1,0
1400028,1029834,3300,19990131,QB,failed,0,0,0
1400029,1030870,2200,19980001,QB,failed,0,0,0
1400030,1031223,3200,20050230,QB,failed,0,0,0
1400031,1031342,3300,19990131,QB,failed,0,0,0
1400032,1032075,2520,19950005,QB,failed,0,0,0
1400033,1034104,3800,19940402,QB,failed,0,0,0
1400034,1037290,3430,20030200,QB,failed,0,0,0
1400035,1037534,3800,19940402,QB,failed,1,0,0
1400036,1037603,3800,20040202,QB,failed,0,0,0
1400037,1038239,1400,19970042,QB,good,0,1,0
1400038,1044579,200,20040090,QB,good,0,1,0
1400039,1045779,3410,20040001,QB,good,0,1,0
1400040,1046530,1200,19930001,QB,failed,0,0,0
1400041,1046628,1200,19930001,QB,good,0,1,0
1400042,1047456,4500,20030241,QB,failed,0,0,0
1400043,1048130,3800,19940402,QB,good,0,1,0
1400044,1048158,2510,19930419,QB,good,0,1,0
1400045,1050739,4900,20040106,QB,good,0,1,0
1400046,1051175,5110,19930118,QB,good,0,1,0
1400047,1052417,2100,19950003,QB,failed,0,0,0
1400048,1052851,4500,20030241,QB,good,0,1,0
2400001,2000414,1400,20060011,QB,failed,0,0,0
2400002,2000467,1400,20040250,QB,failed,0,0,0
2400003,2005887,3000,19920227,QB,failed,0,0,0
2400004,2007168,1200,20030681,QB,good,0,1,0
2400005,2007516,3300,20010032,QB,good,0,1,0
2400006,2010480,200,20040090,QB,failed,0,0,0
2400007,2012102,325,19950003,QB,failed,0,0,0
2400008,2013702,1540,19960412,QB,failed,0,0,0
2400009,2015737,2200,19980001,QB,good,0,1,0
2400010,2017868,3000,20050483,P,failed,0,0,0
2400011,2020800,2700,20050002,RB,failed,0,0,0
2400012,2022288,2310,19930222,QB,good,0,1,0
2400013,2022612,2200,19980001,QB,good,0,1,0
2400014,2023248,2200,19980001,QB,failed,0,0,0
2400015,2023293,5110,19930118,QB,good,0,1,0
2400016,2024584,4900,19990133,P,good,0,1,0
2400017,2025671,3300,19970404,QB,failed,0,0,0
2400018,2026146,2310,19960402,QB,good,0,1,0
2400019,2026604,2700,19990011,QB,failed,0,0,0
2400020,2026765,2700,20020003,QB,good,0,1,0
2400021,2027613,2700,20020003,QB,good,0,1,0
2400022,2028227,3800,20060010,QB,failed,0,0,0
2400023,2029378,3000,20060064,QB,failed,0,0,0
2400024,2030529,3200,20000199,QB,good,0,1,0
2400025,2031181,3200,20000199,QB,good,0,1,0
2400026,2031858,3300,20010032,QB,good,0,1,0
2400027,2034521,3700,19940500,QB,good,0,1,0
2400028,2035467,2120,20020001,QB,good,0,1,0
2400029,2041949,4400,20040004,QB,good,0,1,0
2400030,2043896,4600,19980187,QB,failed,0,0,0
2400031,2044047,4600,19980187,QB,good,0,1,0
2400032,2044416,3410,20040001,QB,failed,0,0,0
2400033,2045249,2510,20000168,QB,failed,0,0,0
2400034,2047471,2510,20000168,QB,good,0,1,0
2400035,2050655,2120,20010109,QB,failed,0,0,0
2400036,2051599,2100,19950005,QB,good,0,1,0
2400037,2052161,1200,20030681,QB,failed,0,0,0
2400038,2053218,5110,19930118,QB,good,0,1,0
3400001,3000332,750,19870001,QB,failed,1,0,0
3400002,3000473,1050,20050576,WR,good,0,1,0
3400003,3001650,2510,20000168,QB,failed,0,0,0
3400004,3002086,920,20030001,QB,failed,0,0,0
3400005,3002144,920,20000432,QB,failed,0,0,0
3400006,3003952,325,20030019,QB,failed,0,0,0
3400007,3005613,1200,20030681,QB,failed,0,0,0
3400008,3005725,1400,20060011,QB,failed,0,0,0
3400009,3008287,810,20070559,QB,failed,0,0,0
3400010,3008928,810,20050106,QB,good,0,1,0
3400011,3009841,4500,19940006,QB,good,0,1,0
3400012,3010261,920,20030001,QB,failed,0,1,0
3400013,3010485,2200,20060586,QB,failed,0,0,0
3400014,3010997,3430,20000018,QB,good,0,1,0
3400015,3012069,1050,20070022,QB,failed,0,0,0
3400016,3012890,1050,20050213,QB,failed,0,0,0
3400017,3012918,1050,20050213,QB,good,0,1,0
3400018,3014030,3410,20040001,QB,failed,1,0,0
3400019,3015874,2520,20020081,QB,good,0,1,0
3400020,3017516,2310,19960402,QB,failed,0,0,0
3400021,3018061,4900,19940500,QB,failed,0,0,0
3400022,3021499,2120,20010109,QB,good,0,1,0
3400023,3024233,2520,20070001,QB,good,0,1,0
3400024,3024515,4900,20060194,QB,failed,0,0,0
3400025,3024529,4900,20060194,QB,failed,0,0,0
3400026,3026914,2700,20070040,QB,good,0,1,0
3400027,3029553,5110,19950045,QB,failed,0,0,0
3400028,3032969,3300,20010032,QB,failed,0,0,0
3400029,3034744,4500,19940006,QB,failed,0,0,0
3400030,3034852,5110,19950045,QB,failed,0,0,0
3400031,3035375,3430,20060049,QB,failed,0,0,0
3400032,3036489,5110,20050025,QB,good,0,1,0
3400033,3037365,1540,19960412,QB,failed,0,0,0
3400034,3037830,2310,19960402,QB,failed,0,0,0
3400035,3039461,3700,20070036,QB,good,0,1,0
3400036,3040415,3900,20040011,QB,good,0,1,0
3400037,3040764,3900,20010169,WR,good,0,1,0
3400038,3040926,3900,20040011,QB,failed,0,0,0
3400039,3042500,4400,20030149,P,failed,0,0,0
3400040,3042592,2200,19980001,QB,good,0,1,0
3400041,3043752,325,20070174,QB,failed,0,0,0
3400042,3045228,4600,19980187,QB,good,0,1,0
3400043,3046365,4500,20020439,QB,failed,0,0,0
3400044,3046883,4900,20040106,QB,failed,0,0,0
3400045,3047073,2510,19940197,QB,good,0,1,0
3400046,3047212,200,20000075,QB,failed,0,0,0
3400047,3051978,3800,20030054,WR,failed,0,0,0
3400048,3052695,5110,20050025,QB,good,0,1,0
3400049,3053114,5110,20050025,QB,failed,0,0,0
3400050,3053159,3700,19990002,QB,failed,0,0,0
3400051,3053205,3700,19990002,QB,failed,0,0,0
4400001,4001167,3800,19980480,P,failed,0,0,0
4400002,4001417,3700,19990002,QB,failed,0,0,0
4400003,4001433,3800,19940402,QB,good,0,1,0
4400004,4001926,3800,19940402,QB,failed,0,0,0
4400005,4007148,750,19970478,QB,failed,0,0,0
4400006,4010066,810,20050106,QB,good,0,1,0
4400007,4010627,920,20050250,QB,failed,0,0,0
4400008,4010970,2250,20020108,QB,failed,0,0,0
4400009,4011121,2310,20070217,QB,failed,0,0,0
4400010,4013168,1050,20050213,QB,good,0,1,0
4400011,4013805,920,20030001,QB,failed,0,0,0
4400012,4013982,2120,20010109,QB,failed,0,0,0
4400013,4014300,1200,20030681,QB,failed,0,0,0
4400014,4014795,4500,20020439,QB,failed,0,0,0
4400015,4016226,3300,20010032,QB,failed,0,0,0
4400016,4016559,4400,20040004,QB,good,0,1,0
4400017,4016573,1400,20060011,QB,good,0,1,0
4400018,4018265,5110,20050025,QB,failed,0,0,0
4400019,4018566,1800,20050024,QB,good,0,1,0
4400020,4019410,2120,20040090,QB,good,0,1,0
4400021,4019732,3000,20060064,QB,failed,0,0,0
4400022,4019949,1800,20080209,QB,failed,0,0,0
4400023,4020073,325,20080018,QB,good,0,1,0
4400024,4020696,1540,20050145,QB,good,0,1,0
4400025,4022388,1540,20050145,QB,good,0,1,0
4400026,4022828,2200,19980001,QB,good,0,1,0
4400027,4024394,3900,20040011,QB,failed,0,0,0
4400028,4025537,2310,20070217,QB,good,0,1,0
4400029,4025712,4400,20040004,QB,failed,0,0,0
4400030,4025718,4400,20040004,QB,failed,0,0,0
4400031,4025995,4900,19940500,QB,failed,0,0,0
4400032,4026031,4900,19940500,QB,good,0,1,0
4400033,4027044,3430,19910033,QB,failed,0,0,0
4400034,4027578,4600,20030110,QB,failed,0,0,0
4400035,4029983,3200,20080094,QB,failed,0,0,0
4400036,4030732,3200,20050230,QB,good,0,1,0
4400037,4031426,200,20080003,QB,good,0,1,0
4400038,4031749,1800,20050024,QB,good,0,1,0
4400039,4032747,4500,20020186,QB,good,0,1,0
4400040,4033212,3410,20040001,QB,good,0,1,0
4400041,4034802,3800,19940402,QB,failed,0,0,0
4400042,4035163,3430,19910033,QB,failed,0,0,0
4400043,4035604,3430,19910033,QB,good,0,1,0
4400044,4037338,2520,20070001,QB,failed,0,0,0
4400045,4037656,4400,20040004,QB,good,0,1,0
4400046,4037795,2520,20050069,QB,good,0,1,0
4400047,4037971,3800,19940402,QB,failed,0,0,0
4400048,4038827,3410,20040001,QB,failed,0,0,0
4400049,4041491,4400,20040004,QB,failed,0,0,0
4400050,4042421,2310,20050099,P,failed,0,0,0
4400051,4042514,2310,20070217,QB,failed,0,0,0
4400052,4042797,3430,19910033,QB,failed,1,0,0
4400053,4042819,3430,19910033,QB,failed,0,0,0
4400054,4043135,4400,20000417,QB,good,0,1,0
4400055,4043261,4600,19980187,QB,failed,0,0,0
4400056,4043785,3200,20050230,QB,good,0,1,0
4400057,4046507,2510,20000168,QB,failed,0,0,0
4400058,4046829,610,20070092,QB,good,0,1,0
4400059,4050286,2100,19950005,QB,good,0,1,0
4400060,4051563,610,20040022,QB,good,0,1,0
4400061,4051782,1050,20050213,QB,good,0,1,0
4400062,4052349,5110,20050025,QB,failed,0,0,0
5400001,5000334,3800,20060010,QB,failed,0,0,0
5400002,5004668,3430,20080162,QB,failed,0,0,0
5400003,5005619,2120,20040090,QB,good,0,1,0
5400004,5006593,4900,20030007,QB,failed,0,0,0
5400005,5006737,200,20080003,QB,failed,0,1,0
5400006,5007370,750,20070701,QB,failed,0,0,0
5400007,5008161,750,19970478,QB,good,0,1,0
5400008,5008944,1800,20050024,QB,good,0,1,0
5400009,5009443,810,20060011,QB,good,0,1,0
5400010,5010410,1400,20050106,QB,failed,0,0,0
5400011,5010572,1540,19990011,QB,failed,0,0,0
5400012,5011331,920,20030001,QB,failed,0,0,0
5400013,5011356,920,20030001,QB,good,0,1,0
5400014,5017527,1540,20070043,QB,good,0,1,0
5400015,5017978,1540,20090001,QB,good,0,1,0
5400016,5018167,1540,20090001,QB,failed,0,0,0
5400017,5018692,1800,20050024,QB,good,0,1,0
5400018,5019469,1800,20050024,QB,failed,0,0,0
5400019,5022552,3300,20010032,QB,good,0,0,0
5400020,5022689,3430,20090005,QB,good,0,1,0
5400021,5022717,3430,20090005,QB,good,0,1,0
5400022,5023066,3700,20090716,QB,good,0,1,0
5400023,5023368,2200,19980001,QB,failed,0,0,0
5400024,5023827,610,19990437,P,failed,0,0,0
5400025,5024041,2120,20040090,QB,failed,0,0,0
5400026,5024370,2310,20050230,QB,good,0,1,0
5400027,5024878,2250,19970404,QB,failed,0,0,0
5400028,5025004,2100,19950005,QB,failed,0,0,0
5400029,5025107,2250,20020108,QB,good,0,1,0
5400030,5027831,2700,20080057,QB,failed,0,0,0
5400031,5028067,3300,20010032,QB,failed,0,0,0
5400032,5029712,1800,20050024,QB,failed,0,0,0
5400033,5030182,4600,19980187,QB,failed,0,0,0
5400034,5031010,3200,20000199,QB,failed,0,0,0
5400035,5031015,3200,20000199,QB,failed,0,0,0
5400036,5031598,3200,20000199,QB,good,0,1,0
5400037,5034600,750,20090562,QB,good,0,1,0
5400038,5034736,3410,19880400,P,failed,0,0,0
5400039,5035085,3410,20020001,QB,failed,0,0,0
5400040,5035394,3700,19990002,QB,good,0,1,0
5400041,5036498,3430,20090005,QB,failed,0,0,0
5400042,5036638,3430,20090005,QB,failed,0,0,0
5400043,5036654,2700,20080057,QB,failed,0,0,0
5400044,5036662,3430,20090005,QB,good,0,1,1
5400045,5036663,3430,20090005,QB,failed,0,0,0
5400046,5039755,3700,20010155,QB,failed,0,0,0
5400047,5040610,3700,19990002,QB,good,0,1,0
5400048,5041125,920,20090142,P,failed,1,0,0
5400049,5041575,1800,20050024,QB,good,0,1,0
5400050,5044313,810,20060011,QB,good,0,1,0
5400051,5044616,4600,20050815,P,failed,0,0,0
5400052,5046245,4500,19960402,QB,good,0,1,0
5400053,5046262,1400,20030097,QB,failed,0,0,0
5400054,5046689,4500,20090171,QB,good,0,1,0
5400055,5046719,2520,20050067,QB,failed,0,0,0
5400056,5048464,2510,20000168,QB,failed,0,0,0
5400057,5049413,4900,20090017,QB,failed,0,0,0
5400058,5049432,4900,20090017,QB,good,0,1,0
5400059,5052141,4900,20080160,QB,good,0,1,0
6400001,6000482,3800,20050213,QB,failed,0,0,0
6400002,6000491,3800,20100155,QB,failed,0,0,0
6400003,6000991,3800,20050213,QB,good,0,1,0
6400004,6001959,200,20080003,QB,failed,0,0,0
6400005,6002251,920,20030001,QB,failed,0,0,0
6400006,6002254,920,20030001,QB,failed,0,0,0
6400007,6002264,200,20080003,QB,good,0,1,0
6400008,6005195,810,20060011,QB,good,0,1,0
6400009,6005693,1540,20020439,QB,failed,0,0,0
6400010,6006015,610,20050250,QB,failed,0,0,0
6400011,6008471,810,20100181,QB,failed,0,1,0
6400012,6008635,810,20060011,QB,failed,0,0,0
6400013,6011417,920,20030001,QB,good,0,1,0
6400014,6013493,1050,20100085,QB,failed,0,0,1
6400015,6013494,1050,20030110,QB,failed,0,0,0
6400016,6014666,1200,19960412,QB,failed,0,0,1
6400017,6014667,1200,19960412,QB,good,0,1,0
6400018,6015312,5110,20030022,QB,good,0,1,0
6400019,6015326,5110,20030022,QB,failed,0,0,1
6400020,6015327,5110,20030022,QB,good,0,1,0
6400021,6015516,1540,20070043,QB,failed,0,0,0
6400022,6016012,2310,20050230,QB,failed,0,0,0
6400023,6016037,2310,20050230,QB,failed,0,0,0
6400024,6017034,1400,20050106,QB,failed,0,0,0
6400025,6018388,1540,20020439,QB,good,0,1,0
6400026,6018712,5110,19990002,QB,failed,0,0,0
6400027,6018720,1540,20090001,QB,failed,0,0,0
6400028,6018722,5110,19990002,QB,failed,0,0,0
6400029,6018741,1540,20090001,QB,good,0,1,0
6400030,6018754,1540,20090001,QB,failed,0,0,0
6400031,6020700,2120,20040090,QB,good,0,1,0
6400032,6021786,4400,20040004,QB,failed,0,0,1
6400033,6022264,2200,20090174,QB,good,0,1,0
6400034,6022596,1200,19960412,QB,good,0,1,0
6400035,6031638,3000,20060064,QB,good,0,1,0
6400036,6032295,2510,20100444,QB,failed,0,0,0
6400037,6033403,3300,20020032,QB,failed,0,0,0
6400038,6034740,3410,20100221,P/K,failed,0,0,0
6400039,6036659,3000,19910033,QB,failed,0,0,0
6400040,6036822,3430,20090005,QB,good,0,1,0
6400041,6038224,2520,20050025,QB,failed,0,0,0
6400042,6038381,4600,20040022,QB,good,0,1,0
6400043,6038738,4500,20020001,QB,good,0,1,0
6400044,6039557,3700,20010001,QB,good,0,1,1
6400045,6039558,3700,20010001,QB,failed,0,0,0
6400046,6040049,3700,20100122,QB,failed,0,0,0
6400047,6040394,3700,20010001,QB,good,0,1,0
6400048,6040712,3700,20070036,QB,failed,0,0,0
6400049,6042102,3200,20000199,QB,failed,0,0,0
6400050,6042123,3900,20040011,QB,failed,0,0,1
6400051,6044136,2100,20060003,QB,failed,0,0,0
6400052,6044487,4600,20060081,QB,failed,0,0,1
6400053,6044488,4600,20060081,QB,good,0,1,0
6400054,6045509,4400,20040004,QB,good,0,1,1
6400055,6045510,4400,20040004,QB,good,0,1,0
6400056,6046002,2100,20100176,QB,good,0,1,0
6400057,6046656,4500,20050001,QB,good,0,1,0
6400058,6047975,200,20080003,QB,good,0,1,0
6400059,6050437,4900,20090017,QB,failed,0,0,0
6400060,6050714,4600,20060081,QB,good,0,1,0
6400061,6051887,3300,20090435,QB,good,0,1,0
6400062,6052400,2100,19950005,QB,good,0,1,0
7400001,7000979,3800,20070036,QB,failed,0,0,0
7400002,7001831,325,20090562,QB,good,0,1,0
7400003,7002094,1800,20050024,QB,failed,0,0,0
7400004,7003088,4900,20090017,QB,good,0,1,0
7400005,7003105,4900,20090017,QB,failed,0,0,1
7400006,7005434,610,20100209,QB,failed,0,0,0
7400007,7005574,2250,20110010,QB,good,0,1,0
7400008,7005618,610,20070217,QB,good,0,1,0
7400009,7005796,610,20050250,QB,failed,0,0,0
7400010,7007265,750,20110001,QB,good,0,1,0
7400011,7008062,4900,20090017,QB,failed,1,0,0
7400012,7008903,750,20110001,QB,failed,0,0,0
7400013,7013628,1200,20090101,QB,good,0,1,0
7400014,7015384,920,20110035,QB,failed,0,0,0
7400015,7016601,1400,20100025,QB,failed,0,0,0
7400016,7017113,750,20110001,QB,good,0,1,0
7400017,7017573,1540,20090001,QB,good,0,1,0
7400018,7018437,1540,20090001,QB,failed,0,0,0
7400019,7019099,1540,20090001,QB,good,0,1,0
7400020,7020287,4900,20090017,QB,failed,0,0,0
7400021,7020933,1050,20100085,QB,failed,0,0,0
7400022,7021682,2520,20050025,QB,failed,0,0,0
7400023,7022383,2200,20090201,QB,failed,0,0,0
7400024,7022748,1800,20090729,QB,good,0,1,0
7400025,7023852,2250,20040106,QB,failed,0,0,0
7400026,7026584,4400,20040004,QB,good,0,1,0
7400027,7027500,2700,20070701,QB,failed,0,0,0
7400028,7031735,3410,20100771,QB,good,0,1,0
7400029,7033429,3300,20010032,QB,good,0,1,0
7400030,7033450,3300,20010032,QB,good,0,1,0
7400031,7037867,2520,20070092,QB,failed,1,0,0
7400032,7038960,2520,20050025,QB,failed,0,0,0
7400033,7039093,3300,20090435,QB,good,0,1,0
7400034,7040591,3410,20040001,QB,failed,0,0,1
7400035,7040763,3430,20090005,QB,failed,0,0,0
7400036,7044947,4600,20060064,QB,failed,0,0,0
7400037,7046765,3300,20010032,QB,good,0,1,0
7400038,7046893,4500,20050001,QB,good,0,1,0
7400039,7050053,4900,20090017,QB,failed,0,0,0
7400040,7050192,4900,20090017,QB,good,0,1,0
7400041,7050529,4900,20090017,QB,failed,0,0,0
7400042,7053013,5110,20030022,QB,failed,0,0,0
7400043,7054344,5110,20070040,QB,good,0,1,0
7400044,7054515,4900,20100168,QB,good,0,1,0
7400045,7054523,5110,20060049,QB,failed,0,0,0
8400001,8000819,2700,20120008,QB,good,0,1,0
8400002,8002367,200,20120415,QB,failed,0,0,0
8400003,8003591,4900,20090017,QB,failed,0,0,0
8400004,8004168,1200,20030681,QB,failed,0,0,0
8400005,8006872,610,20000498,K,failed,0,0,0
8400006,8006919,2510,20100001,QB,good,0,1,0
8400007,8007376,200,20080003,QB,failed,0,0,0
8400008,8008895,4900,20090017,QB,good,0,1,0
8400009,8009049,810,20060011,QB,failed,0,0,0
8400010,8012108,3900,20040011,QB,good,0,1,0
8400011,8012335,325,20080018,QB,good,0,1,0
8400012,8013998,1200,20050106,QB,good,0,1,0
8400013,8014891,3700,20120088,QB,failed,0,0,0
8400014,8016758,3900,20040011,QB,failed,0,0,0
8400015,8016770,1400,19980001,QB,good,0,1,0
8400016,8017796,610,20070217,QB,good,0,1,0
8400017,8019993,2250,20110010,QB,failed,0,0,0
8400018,8020879,1800,20050024,QB,good,0,1,0
8400019,8023233,2200,20120253,QB,failed,0,0,0
8400020,8023555,2200,20120001,QB,failed,0,0,0
8400021,8023591,1800,20050024,QB,failed,0,0,0
8400022,8025218,2250,20110010,QB,good,0,1,0
8400023,8025243,2250,20110010,QB,failed,0,0,0
8400024,8025920,2250,20070205,QB,good,0,1,0
8400025,8027605,2310,20050099,P,failed,0,0,0
8400026,8028346,2700,20120008,QB,good,0,1,0
8400027,8029201,2510,20100001,QB,good,0,1,0
8400028,8030515,2250,20110010,QB,good,0,1,0
8400029,8031016,4900,20090017,QB,failed,0,0,0
8400030,8031377,3200,20000199,QB,failed,0,0,0
8400031,8032286,2120,20040090,QB,good,0,1,0
8400032,8037905,3430,20090005,QB,failed,0,0,0
8400033,8039030,2520,20030001,QB,failed,0,0,0
8400034,8040044,2520,20030001,QB,good,0,1,0
8400035,8040221,2520,20030001,QB,good,0,1,0
8400036,8040638,3700,20120088,QB,failed,0,0,0
8400037,8042253,750,20100048,QB,failed,0,0,1
8400038,8042254,750,20100048,QB,failed,0,0,0
8400039,8044678,1800,20090729,QB,failed,0,0,0
8400040,8045601,1800,20050024,QB,failed,0,0,0
8400041,8047021,4500,20110036,QB,failed,0,0,0
8400042,8049403,2510,20100001,QB,good,0,1,0
8400043,8049732,2510,20100001,QB,failed,0,0,0
8400044,8050044,2510,20100001,QB,good,0,1,0
8400045,8051202,3700,20120088,QB,failed,0,0,0
8400046,8051817,4900,20090017,QB,failed,0,0,0
8400047,8052012,2100,19980187,QB,failed,0,0,0
8400048,8052182,2100,19980187,QB,good,0,1,0
8400049,8052344,1540,20090001,QB,good,0,1,0
8400050,8052899,2250,20080057,QB,failed,0,0,0
8400051,8054356,1200,20030681,QB,good,0,1,0
8400052,8054668,3000,20110012,QB,good,0,1,0
8400053,8054683,3000,20110012,QB,failed,0,0,0
8400054,8055140,4600,20120075,QB,good,0,1,0
9400001,9000641,3800,20030001,QB,failed,0,0,0
9400002,9000958,2200,20120001,QB,good,0,1,0
9400003,9001310,3800,20030001,QB,failed,0,0,0
9400004,9003298,5110,20120102,QB,failed,0,0,0
9400005,9003428,325,20110180,QB,failed,0,0,0
9400006,9004475,3000,20050230,QB,failed,0,0,0
9400007,9004509,325,20080018,QB,good,0,1,0
9400008,9005016,3900,20040011,QB,failed,0,0,0
9400009,9005531,610,20130016,QB,good,0,1,0
9400010,9006444,3000,20100775,QB,failed,0,0,1
9400011,9006445,3000,20100775,QB,failed,0,0,0
9400012,9008022,4600,20120075,QB,failed,0,0,0
9400013,9008937,1050,20090501,QB,failed,0,0,0
9400014,9009071,810,20020081,QB,good,0,1,0
9400015,9009279,810,20020081,QB,failed,0,0,1
9400016,9009433,1800,20050024,QB,failed,0,0,0
9400017,9010177,325,20080018,QB,failed,0,0,1
9400018,9011843,2100,20050250,QB,failed,0,0,0
9400019,9012033,325,20080018,QB,good,0,1,0
9400020,9013442,1050,20120022,QB,good,0,1,0
9400021,9013607,2510,20060049,QB,failed,0,0,0
9400022,9013758,920,20080160,QB,good,0,1,0
9400023,9013908,1200,20030681,QB,good,0,1,0
9400024,9014129,1800,20080209,QB,failed,0,0,0
9400025,9014792,1200,20030681,QB,failed,0,0,0
9400026,9015123,1200,20050106,QB,failed,0,0,0
9400027,9015586,3800,20120185,QB,failed,0,1,1
9400028,9015587,3800,20120185,QB,good,0,1,0
9400029,9015915,2250,20080057,QB,failed,0,0,0
9400030,9017129,1400,19980001,QB,good,0,1,0
9400031,9017347,2510,20060049,QB,failed,0,0,0
9400032,9017872,1540,20090001,QB,failed,0,0,0
9400033,9018041,810,20060011,QB,good,0,1,0
9400034,9018055,810,20060011,QB,good,0,1,0
9400035,9018912,3200,20110074,QB,failed,0,0,0
9400036,9019038,1540,20090001,QB,good,0,1,0
9400037,9019712,1800,20080209,QB,failed,0,0,0
9400038,9020243,1540,20090001,QB,failed,0,0,0
9400039,9020378,1800,20080209,QB,failed,0,0,0
9400040,9021270,5110,20120002,QB,failed,0,0,0
9400041,9021586,2200,20120001,QB,failed,0,0,0
9400042,9021613,2200,20120001,QB,good,0,1,0
9400043,9023521,1400,19980001,QB,failed,0,0,0
9400044,9024526,2200,20120001,QB,failed,0,0,0
9400045,9024553,2200,20120001,QB,good,0,1,0
9400046,9024693,2200,20120001,QB,good,0,1,0
9400047,9031109,3700,20120088,QB,failed,0,0,0
9400048,9031145,3700,20120088,QB,good,0,1,0
9400049,9031772,3200,20000199,QB,good,0,1,0
9400050,9031955,3200,20000199,QB,failed,0,0,1
9400051,9031956,3200,20000199,QB,good,0,1,0
9400052,9033328,3200,20000199,QB,good,0,1,0
9400053,9037174,610,20130016,QB,good,0,1,0
9400054,9038945,2520,20130839,QB,failed,0,0,0
9400055,9039424,2250,20080057,QB,failed,0,0,0
9400056,9040928,810,20060011,QB,good,0,1,0
9400057,9041204,1540,20090001,QB,good,0,1,0
9400058,9041254,1540,20090001,QB,failed,0,0,0
9400059,9041262,3700,20120088,QB,failed,0,0,0
9400060,9041276,3700,20120088,QB,failed,0,0,1
9400061,9041279,1540,20090001,QB,failed,0,1,1
9400062,9041285,3700,20120088,QB,good,0,1,0
9400063,9041300,3700,20120088,QB,failed,0,0,0
9400064,9041656,3700,20130098,QB,good,0,1,0
9400065,9042339,5110,20120002,QB,good,0,1,0
9400066,9043006,920,20110035,QB,failed,0,0,0
9400067,9047226,2510,20060049,QB,failed,0,0,0
9400068,9047657,3800,20110005,CB,failed,0,0,0
9400069,9049665,2510,20060049,QB,good,0,1,0
9400070,9051151,200,20120415,QB,good,0,1,0
9400071,9051794,2700,20120008,QB,failed,0,0,0
9400072,9054121,5110,20090044,QB,good,0,1,0
9400073,9055272,5110,20120002,QB,failed,0,0,0
10400001,10000575,3800,20070043,QB,good,0,1,0
10400002,10001140,3800,20030001,QB,failed,0,0,0
10400003,10001638,3800,20070043,QB,failed,0,0,1
10400004,10001928,810,20060011,QB,good,0,1,0
10400005,10002273,1540,20090001,QB,failed,0,0,0
10400006,10003611,920,20110035,QB,good,0,1,0
10400007,10005920,610,20050106,QB,good,0,1,0
10400008,10007065,750,20100199,QB,failed,0,0,0
10400009,10007097,750,20100199,QB,failed,0,0,0
10400010,10007555,750,20110001,QB,good,0,1,0
10400011,10008056,750,20050213,QB,failed,0,0,0
10400012,10008672,810,20060011,QB,failed,0,0,1
10400013,10009183,810,20070205,QB,failed,0,0,0
10400014,10009609,810,20060011,QB,good,0,1,0
10400015,10009775,810,20100048,QB,failed,0,0,0
10400016,10009791,810,20100048,QB,good,0,1,0
10400017,10011179,2250,20140003,QB,failed,0,0,0
10400018,10011285,3430,20130039,QB,failed,0,0,0
10400019,10011519,3900,20040011,QB,good,0,1,0
10400020,10012507,2200,20120001,QB,failed,0,0,0
10400021,10012562,2200,20120001,QB,failed,0,0,0
10400022,10013398,1050,20090501,QB,failed,0,1,0
10400023,10013741,1200,20140519,QB,failed,0,0,0
10400024,10015689,2120,20140135,QB,good,0,1,0
10400025,10016335,1400,19980001,QB,good,0,1,0
10400026,10016375,2700,20120008,QB,failed,0,0,1
10400027,10017812,2250,20140003,QB,failed,0,0,0
10400028,10017839,1540,20050145,QB,failed,1,0,0
10400029,10018486,1540,20090001,QB,good,0,1,0
10400030,10019303,1800,20050024,QB,failed,0,0,0
10400031,10020099,1800,20050024,QB,good,0,1,0
10400032,10020162,1800,20050024,QB,good,0,1,0
10400033,10020205,1800,20050024,QB,failed,0,0,0
10400034,10020226,1800,20050024,QB,failed,0,0,1
10400035,10020307,1800,20110767,QB,failed,0,0,0
