twoPtRecId,playId,teamId,playerId,twoPointRecPosition,twoPtRecResult,twoPtRecComp,twoPtRecNull
9410060,9041656,3700,20130658,RB,good,1.0,0
9410061,9042339,5110,20130484,WR,good,1.0,0
9410062,9043006,920,20130021,TE,failed,0.0,0
9410063,9047226,2510,20090089,TE,failed,0.0,0
9410064,9047657,3800,20040003,WR,failed,0.0,0
9410065,9049665,2510,20120050,RB,good,1.0,0
9410066,9051151,200,19970013,TE,good,1.0,0
9410067,9051794,2700,20090084,WR,failed,0.0,0
9410068,9054121,5110,20130496,TE,good,1.0,0
9410069,9055272,5110,20110178,WR,failed,0.0,0
10410001,10000575,3800,20080038,TE,good,1.0,0
10410002,10001140,3800,20040003,WR,failed,0.0,0
10410003,10001638,3800,20130763,WR,failed,0.0,1
10410004,10001928,810,20080061,TE,good,1.0,0
10410005,10002273,1540,20100060,WR,failed,0.0,0
10410006,10003611,920,20120083,WR,good,1.0,0
10410007,10005920,610,20130041,WR,good,1.0,0
10410008,10007065,750,20120194,WR,failed,0.0,0
10410009,10007555,750,20040108,WR,good,1.0,0
10410010,10008056,750,20140028,WR,failed,0.0,0
10410011,10008672,810,20120045,WR,failed,0.0,1
10410012,10009183,810,20100089,WR/KR,failed,0.0,0
10410013,10009609,810,20080061,TE,good,1.0,0
10410014,10009775,810,20060691,WR/KR,failed,0.0,0
10410015,10009791,810,20070155,TE,good,1.0,0
10410016,10011179,2250,20110114,WR,failed,0.0,0
10410017,10011285,3430,20130594,TE,failed,0.0,0
10410018,10011519,3900,20050030,TE,good,1.0,0
10410019,10013398,1050,20140227,FB,failed,1.0,0
10410020,10013741,1200,20110616,WR,failed,0.0,0
10410021,10015689,2120,20140821,WR,good,1.0,0
10410022,10016335,1400,20100082,WR,good,1.0,0
10410023,10016375,2700,20090108,WR,failed,0.0,1
10410024,10017812,2250,20110778,WR,failed,0.0,0
10410025,10018486,1540,20130510,TE,good,1.0,0
10410026,10019303,1800,20100154,TE,failed,0.0,0
10410027,10020099,1800,20110064,WR,good,1.0,0
10410028,10020162,1800,20080036,WR,good,1.0,0
10410029,10020205,1800,20140053,WR,failed,0.0,0
10410030,10020307,1800,20130847,WR,failed,0.0,0
10410031,10020327,2520,20120168,WR,failed,0.0,0
10410032,10023590,3410,20120127,TE,failed,0.0,0
10410033,10024625,2250,20140061,WR,good,1.0,0
10410034,10025256,2250,20140039,WR,failed,0.0,0
10410035,10025266,2250,20060028,TE,failed,0.0,0
10410036,10026058,2310,20060053,TE,failed,0.0,0
10410037,10027981,1800,20140053,WR,good,1.0,0
10410038,10028831,4600,20120642,WR,failed,0.0,0
10410039,10029455,2700,20140063,WR,failed,0.0,1
10410040,10029495,2700,20140811,RB,good,1.0,0
10410041,10029519,2700,20110601,WR,failed,0.0,0
10410042,10029843,2310,20070023,WR,failed,0.0,0
10410043,10030864,3000,20120118,WR,good,1.0,0
10410044,10031051,3000,20120128,TE,good,1.0,0
10410045,10031711,3000,20130216,WR,good,1.0,0
10410046,10033007,810,20070155,TE,good,1.0,0
10410047,10033034,810,20080044,RB,good,1.0,0
10410048,10033388,3200,20090232,WR,failed,1.0,0
10410049,10034130,3430,20140049,TE,failed,0.0,0
10410050,10035952,3300,20040032,TE,failed,1.0,0
10410051,10038065,3430,20110153,WR,failed,0.0,0
10410052,10039358,3430,20100497,WR,failed,1.0,0
10410053,10043134,3900,20070077,TE,good,1.0,0
10410054,10043349,3900,20100195,WR,failed,0.0,0
10410055,10044706,3900,20100195,WR,good,1.0,0
10410056,10044718,3900,20050685,WR,good,1.0,0
10410057,10047268,1400,20100022,WR,good,1.0,0
10410058,10047418,1800,20100154,TE,failed,0.0,0
10410059,10047603,4600,20130158,TE,good,1.0,0
10410060,10049677,4500,20120499,WR,good,1.0,0
10410061,10050330,200,20080084,WR,good,1.0,0
10410062,10052194,1800,20130123,WR,failed,0.0,0
10410063,10053214,3430,20110153,WR,failed,0.0,0
10410064,10053714,1050,20130216,WR,failed,0.0,0
10410065,10054152,2510,20120487,TE,good,1.0,0
10410066,10054350,3200,20140963,WR,failed,0.0,0
11410001,11000133,325,20150171,TE,good,1.0,0
11410002,11000437,1800,20070078,WR,good,1.0,0
11410003,11001942,325,20140227,RB,failed,0.0,0
11410004,11003385,200,20110079,WR,failed,0.0,0
11410005,11003391,5110,20080205,WR,failed,0.0,0
11410006,11003736,1050,20120100,WR,failed,0.0,0
11410007,11003755,325,20080233,RB,failed,0.0,0
11410008,11003766,1050,20080735,WR,good,1.0,0
11410009,11003936,2250,20140593,WR,failed,0.0,0
11410010,11003948,325,20110685,WR,failed,0.0,0
11410011,11005308,750,20151245,WR,good,1.0,0
11410012,11005906,2200,20120034,TE,good,1.0,0
11410013,11005937,2200,20030003,WR,failed,0.0,0
11410014,11006263,610,20090022,WR,failed,0.0,0
11410015,11006710,3900,20150087,WR,good,1.0,0
11410016,11006941,750,20080596,FB,good,1.0,0
11410017,11007266,1800,20140053,WR,good,1.0,0
11410018,11007871,2700,20150827,TE,failed,0.0,0
11410019,11008186,3300,20060252,WR,failed,0.0,0
11410020,11009783,810,20131209,WR,good,1.0,0
11410021,11011243,920,20130021,TE,failed,0.0,1
11410022,11011886,3900,20130079,WR,failed,0.0,0
11410023,11012098,4400,20130076,WR,failed,1.0,0
11410024,11012763,610,20151220,RB,good,1.0,0
11410025,11013063,1050,20120100,WR,failed,0.0,1
11410026,11013064,1050,20120100,WR,failed,0.0,0
11410027,11013441,3900,20140831,RB,good,1.0,0
11410028,11014043,200,20130133,TE,good,1.0,0
11410029,11014234,1200,20080004,RB,good,1.0,0
11410030,11014507,3000,20120774,TE,good,1.0,0
11410031,11016045,1400,20140531,WR,good,1.0,0
11410032,11017079,3200,20090232,WR,failed,0.0,0
11410033,11017212,2520,20150068,TE,failed,0.0,0
11410034,11017406,1400,20100022,WR,good,1.0,0
11410035,11018225,810,20080044,RB,good,1.0,0
11410036,11019386,1540,20100060,WR,failed,1.0,0
11410037,11019933,1800,20140053,WR,failed,0.0,0
11410038,11020084,2310,20130063,TE,good,1.0,0
11410039,11020112,2310,20060109,WR,failed,0.0,0
11410040,11020627,3700,20150020,WR,failed,0.0,0
11410041,11020743,1800,20130755,WR,failed,0.0,0
11410042,11020763,1800,20150869,WR,failed,0.0,0
11410043,11021094,1800,20140098,TE,good,1.0,0
11410044,11021938,2120,20130027,WR,good,1.0,0
11410045,11022607,2120,20130027,WR,good,1.0,0
11410046,11023131,2200,20030003,WR,good,1.0,0
11410047,11024947,610,20130222,TE,failed,0.0,1
11410048,11025292,1540,20140548,WR,failed,0.0,0
11410049,11025848,3900,20130079,WR,good,1.0,0
11410050,11026679,810,20100222,WR,failed,1.0,0
11410051,11026694,810,20080044,RB,failed,0.0,0
11410052,11028681,2200,20120546,WR,good,1.0,0
11410053,11028910,3900,20090007,WR,failed,0.0,0
11410054,11029246,2510,20090089,TE,good,1.0,0
11410055,11029479,4900,20130655,WR,good,1.0,1
11410056,11029950,2700,20140063,WR,good,1.0,0
11410057,11030335,2120,20120840,RB,failed,0.0,0
11410058,11030395,2700,20150014,WR,failed,0.0,0
11410059,11031639,1800,20070078,WR,good,1.0,0
11410060,11033042,4900,20130655,WR,failed,0.0,0
11410061,11033378,1800,20130755,WR,failed,0.0,0
11410062,11033413,1800,20150094,WR,failed,0.0,0
11410063,11034620,3900,20130079,WR,good,1.0,0
11410064,11035949,2250,20150139,WR,failed,0.0,0
11410065,11035985,2250,20110129,TE,failed,0.0,0
11410066,11036029,2250,20100125,TE,good,1.0,0
11410067,11036073,3300,20060252,WR,failed,0.0,0
11410068,11036114,3300,20140658,WR,failed,0.0,0
11410069,11036165,3200,20140496,WR,failed,0.0,0
11410070,11036531,3300,20140500,WR,failed,1.0,0
11410071,11036712,2100,20060175,TE,good,1.0,0
11410072,11037780,3410,20120743,WR,good,1.0,0
11410073,11038488,5110,20150105,WR,good,1.0,0
11410074,11038571,3430,20060119,WR,good,1.0,0
11410075,11038652,200,20130133,TE,good,1.0,0
11410076,11039971,2100,20100036,RB,good,1.0,0
11410077,11040319,3800,20120716,WR,failed,0.0,0
11410078,11040355,2520,20130209,WR,good,1.0,0
11410079,11040719,2520,20120625,WR,failed,0.0,0
11410080,11041193,2310,20110136,FB,failed,0.0,0
11410081,11041220,2310,20130063,TE,good,1.0,0
11410082,11041288,2520,20130595,WR,failed,1.0,0
11410083,11041342,2520,20110107,WR,failed,0.0,0
11410084,11041857,2520,20140956,WR,good,1.0,0
11410085,11042228,325,20140437,WR,good,1.0,1
11410086,11043766,5110,20150105,WR,good,1.0,0
11410087,11043897,3900,20100195,WR,failed,0.0,0
11410088,11044524,3900,20100195,WR,good,1.0,0
11410089,11044952,3900,20150470,WR,failed,0.0,0
11410090,11044966,3900,20150470,WR,failed,0.0,0
11410091,11045044,3900,20110958,RB,good,1.0,0
11410092,11045188,3900,20060027,RB,good,1.0,0
11410093,11045368,3900,20100195,WR,good,1.0,0
11410094,11045398,3900,20050030,TE,good,1.0,0
11410095,11045481,4500,20110058,WR,good,1.0,0
11410096,11045843,1050,20140970,WR,good,1.0,0
11410097,11046796,4400,20120110,TE,good,1.0,0
11410098,11046822,4400,20120110,TE,good,1.0,0
11410099,11047301,4600,20120642,WR,failed,0.0,0
11410100,11047308,4600,20100095,TE,failed,0.0,0
11410101,11048538,3900,20150160,TE,good,1.0,0
11410102,11048589,4600,20140410,WR,failed,0.0,0
11410103,11048594,3900,20100195,WR,failed,0.0,0
11410104,11049260,4500,20030054,WR,failed,0.0,0
11410105,11049620,1200,20151008,WR,failed,0.0,0
11410106,11050131,4500,20130128,WR,good,1.0,0
11410107,11050174,4400,20140725,WR,failed,0.0,0
11410108,11050261,4500,20150809,RB,failed,1.0,0
11410109,11050546,4900,20150521,WR,failed,0.0,0
11410110,11051522,4900,20050061,WR,good,1.0,0
11410111,11051869,4900,20130655,WR,failed,0.0,0
11410112,11052666,2100,20060053,TE,failed,0.0,0
11410113,11052843,2100,20080084,WR,failed,0.0,1
11410114,11052918,2250,20110129,TE,failed,0.0,0
11410115,11053458,2100,20150100,DE,good,1.0,1
11410116,11053593,2100,20150040,WR,good,1.0,0
11410117,11054245,1800,20140176,WR,good,1.0,0
11410118,11054412,5110,20140486,WR,failed,0.0,0
12410001,12001854,3800,20120013,WR,failed,0.0,0
12410002,12002016,750,20070031,TE,good,1.0,0
12410003,12002475,2250,20150220,TE,good,1.0,0
12410004,12002633,200,20140103,RB,failed,0.0,0
12410005,12002651,200,20160081,TE,failed,0.0,0
12410006,12002821,3200,20080571,WR,good,1.0,0
12410007,12002999,3300,20080149,RB,failed,0.0,0
12410008,12003627,200,20120083,WR,good,1.0,0
12410009,12004075,325,20150171,TE,good,1.0,0
12410010,12004426,325,20130130,RB,good,1.0,0
12410011,12004759,2700,20140063,WR,failed,1.0,0
12410012,12004923,325,20010074,WR,failed,0.0,0
12410013,12004966,325,20090084,WR,good,1.0,0
12410014,12005157,3700,20140042,WR,failed,0.0,0
12410015,12005291,325,20010074,WR,good,1.0,0
12410016,12005637,3800,20130763,WR,failed,0.0,0
12410017,12005919,2200,20150446,WR,failed,0.0,0
12410018,12006545,610,20150194,TE,good,1.0,0
12410019,12006633,610,20150234,WR,good,1.0,0
12410020,12007359,3800,20150159,WR,failed,0.0,0
12410021,12007677,2310,20130063,TE,good,1.0,0
12410022,12007923,3200,20130059,WR,failed,0.0,0
12410023,12008048,750,20160874,WR,good,1.0,0
12410024,12008496,4400,20030566,TE,failed,0.0,0
12410025,12008833,4900,20150521,WR,good,1.0,0
12410026,12009192,1540,20100060,WR,good,1.0,0
12410027,12011567,920,20160484,WR,failed,0.0,0
12410028,12011896,3900,20100195,WR,failed,0.0,0
12410029,12013043,1050,20110944,WR,failed,0.0,0
12410030,12013426,1050,20110944,WR,good,1.0,0
12410031,12013501,3900,20090241,TE,good,1.0,0
12410032,12015507,5110,20120615,WR,failed,0.0,0
12410033,12016213,1400,20100022,WR,good,1.0,0
12410034,12016393,2310,20130663,TE,good,1.0,0
12410035,12016883,2520,20150004,WR,failed,0.0,0
12410036,12017078,4400,20150015,RB,good,1.0,1
12410037,12017079,4400,20160035,TE,failed,0.0,0
12410038,12017931,1800,20140053,WR,good,1.0,0
12410039,12019156,1050,20100523,WR,failed,0.0,0
12410040,12019806,1800,20140053,WR,failed,0.0,0
12410041,12022639,2200,20160598,WR,failed,0.0,1
12410042,12022640,2200,20140586,TE,failed,0.0,0
12410043,12022929,2200,20120064,TE,good,1.0,0
12410044,12023972,2200,20120092,WR,failed,0.0,0
12410045,12024452,2250,20140590,WR,good,1.0,0
12410046,12024995,2250,20140061,WR,good,1.0,0
12410047,12027024,2310,20130663,TE,good,1.0,1
12410048,12027025,2310,20090019,WR,failed,0.0,0
12410049,12029460,3800,20150086,RB,good,1.0,0
12410050,12029749,2700,20140063,WR,good,1.0,0
12410051,12029803,610,20060002,RB,good,1.0,0
12410052,12029938,1050,20080141,TE,good,1.0,0
12410053,12030136,3200,20090232,WR,good,1.0,0
12410054,12030333,3900,20130048,RB,good,1.0,0
12410055,12031391,3000,20110043,TE,failed,0.0,0
12410056,12032475,3000,20160023,WR,good,1.0,0
12410057,12032907,810,20110069,TE,good,1.0,0
12410058,12032953,3200,20110473,WR,good,1.0,0
12410059,12033040,810,20160890,WR,good,1.0,0
12410060,12034020,3300,20160678,WR,failed,0.0,0
12410061,12034387,3900,20060027,RB,good,1.0,0
12410062,12034546,4600,20110628,WR,failed,0.0,0
12410063,12035072,750,20150041,WR,good,1.0,0
12410064,12035374,1540,20140189,WR,failed,0.0,0
12410065,12035714,2520,20090010,WR,failed,0.0,0
12410066,12035727,2520,20150004,WR,good,1.0,0
12410067,12035748,2520,20090010,WR,good,1.0,0
12410068,12036047,3300,20120034,TE,failed,1.0,0
12410069,12037278,3200,20110473,WR,failed,0.0,0
12410070,12039174,3200,20140130,RB,failed,1.0,0
12410071,12039854,2520,20140956,WR,good,1.0,0
12410072,12039986,750,20140463,WR,failed,0.0,0
12410073,12039999,750,20070031,TE,failed,0.0,0
12410074,12040025,2520,20140956,WR,good,1.0,0
12410075,12040529,2200,20120092,WR,good,1.0,0
12410076,12040810,2520,20150004,WR,good,1.0,0
12410077,12040977,4600,20131020,WR,failed,0.0,0
12410078,12042184,3430,20160241,WR,failed,0.0,0
12410079,12042769,3700,20140042,WR,failed,0.0,0
12410080,12042796,5110,20130085,TE,failed,0.0,0
12410081,12042891,325,20010074,WR,good,1.0,0
12410082,12043358,3900,20120110,TE,failed,0.0,0
12410083,12043381,3900,20150160,TE,failed,0.0,0
12410084,12043489,3900,20140831,RB,failed,0.0,0
12410085,12043501,1200,20100024,WR,failed,0.0,0
12410086,12043508,3900,20100195,WR,failed,0.0,0
12410087,12043515,1200,20100024,WR,failed,0.0,0
12410088,12043642,1540,20160539,WR,good,1.0,0
12410089,12043703,3900,20130079,WR,good,1.0,0
12410090,12043980,2700,20150014,WR,failed,0.0,0
12410091,12044215,3900,20100195,WR,failed,0.0,0
12410092,12046058,4900,20140007,WR,good,1.0,0
12410093,12046394,4600,20080553,RB,good,1.0,0
12410094,12047622,3000,20110433,RB,good,1.0,0
12410095,12047891,3700,20150020,WR,good,1.0,0
12410096,12049892,200,20110006,WR,failed,0.0,0
12410097,12049963,4900,20090202,TE,good,1.0,0
12410098,12050127,750,20070031,TE,failed,0.0,0
12410099,12050785,4900,20050061,WR,failed,0.0,0
12410100,12050809,4900,20050061,WR,failed,0.0,0
12410101,12051127,4900,20140007,WR,good,1.0,0
12410102,12051647,2100,20130034,WR,failed,0.0,0
12410103,12051805,1050,20160114,WR,failed,0.0,0
12410104,12052096,2100,20120227,WR,failed,0.0,0
12410105,12052337,2100,20090256,K,failed,0.0,0
12410106,12052836,2100,20110071,RB,failed,0.0,0
12410107,12054483,5110,20160864,WR,good,1.0,0
13455948,13086191,2100,20120227,WR,failed,1.0,0
13455949,13086210,2100,20120630,LS,failed,,0
13455975,13088518,3700,20120045,WR,failed,0.0,0
13455976,13088624,3700,20170761,RB,failed,0.0,0
13455001,13000024,3800,20150159,WR,failed,0.0,1
13455003,13001351,1050,20170252,RB,failed,1.0,0
13455004,13001411,3700,20150020,WR,failed,0.0,0
13455005,13001866,4500,20170792,WR,good,1.0,0
13455006,13002346,2700,20170647,WR,failed,0.0,0
13455048,13004495,3800,20110483,WR,failed,0.0,0
13455049,13004956,2200,20170607,WR,failed,0.0,0
13455050,13005729,325,20110957,TE,good,1.0,0
13455093,13008559,200,20170423,WR,good,1.0,0
13455094,13009366,750,20150184,WR,good,1.0,0
13455095,13009378,2250,20150220,TE,failed,0.0,0
13455096,13010016,3430,20170141,WR,good,1.0,0
13455183,13016685,3430,20160708,WR,failed,0.0,0
13455184,13017626,1540,20170096,WR,failed,0.0,0
13455185,13017646,1540,20120166,WR,failed,0.0,0
13455186,13017676,3800,20140091,WR,failed,0.0,0
13455187,13018976,3700,20120045,WR,good,1.0,0
13455228,13020781,1800,20140053,WR,failed,0.0,0
13455229,13021801,2250,20140593,WR,failed,0.0,0
13455273,13026547,3200,20140020,WR,good,1.0,0
13455274,13027060,4500,20170177,WR,failed,0.0,0
13455275,13027212,4600,20140045,WR,failed,0.0,0
13455318,13029259,3900,20100195,WR,failed,0.0,0
13455319,13029661,1200,20130074,WR,failed,0.0,0
13455320,13030726,1540,20140189,WR,good,1.0,0
13455321,13031196,2200,20130684,TE,failed,0.0,0
13455322,13031232,4600,20110628,WR,good,1.0,0
13455323,13031448,4900,20080049,WR,failed,0.0,0
13455324,13031461,3410,20140012,WR,failed,0.0,0
13455363,13033495,1800,20080036,WR,failed,0.0,0
13455364,13033800,2120,20160021,WR,failed,0.0,0
13455365,13033826,2310,20130663,TE,failed,0.0,0
13455366,13033849,2120,20140106,WR,failed,0.0,0
13455367,13034520,3410,20140012,WR,failed,0.0,0
13455408,13037080,4900,20140007,WR,failed,0.0,0
13455409,13037116,4900,20080049,WR,failed,0.0,0
13455410,13037446,325,20150171,TE,good,1.0,0
13455411,13037889,2120,20130201,TE,good,1.0,0
13455453,13043359,1200,20130209,WR,failed,0.0,0
13455498,13045254,325,20040032,TE,failed,0.0,0
13455499,13046124,1400,20100022,WR,failed,0.0,0
13455500,13046269,4400,20030566,TE,failed,0.0,0
13455501,13046443,810,20120020,WR,failed,0.0,0
13455502,13046698,3700,20120045,WR,good,1.0,0
13455543,13050946,4600,20160427,RB,failed,0.0,0
13455544,13050973,4600,20100095,TE,failed,0.0,0
13455588,13054540,3900,20140118,WR,good,1.0,0
13455589,13054682,2250,20140039,WR,good,1.0,0
13455633,13057790,3700,20120045,WR,good,1.0,0
13455634,13057809,3700,20130035,TE,failed,1.0,0
13455635,13057814,3700,20140700,TE,good,1.0,0
13455636,13059296,2520,20090010,WR,good,1.0,0
13455637,13059657,4600,20100095,TE,good,1.0,0
13455678,13061584,3800,20040003,WR,good,1.0,0
13455679,13062219,1200,20130074,WR,failed,0.0,0
13455680,13063190,750,20100070,TE,failed,1.0,0
13455681,13063217,750,20150041,WR,failed,0.0,0
13455682,13063620,3900,20100195,WR,good,1.0,0
13455723,13066855,2250,20060028,TE,good,1.0,0
13455724,13067199,1400,20100022,WR,failed,0.0,0
13455768,13070030,2200,20130684,TE,good,1.0,1
13455769,13070208,3000,20150117,TE,good,1.0,0
13455770,13071178,2520,20090010,WR,good,1.0,0
13455771,13072029,3900,20130048,RB,failed,0.0,1
13455813,13074457,1400,20140056,WR,good,1.0,0
13455814,13075146,3430,20120642,WR,failed,0.0,0
13455815,13075648,3200,20100042,TE,good,1.0,0
13455858,13079008,2120,20130027,WR,failed,0.0,0
13455859,13080035,2250,20150229,TE,good,1.0,0
13455860,13080390,1400,20130489,RB,good,1.0,0
13455903,13082486,1800,20110064,WR,good,1.0,0
13455904,13082496,1540,20090001,QB,good,1.0,0
13455905,13083115,2700,20150014,WR,failed,0.0,0
13455906,13083495,3410,20170715,WR,failed,0.0,0
13455907,13084297,4900,20140007,WR,good,1.0,0
14455948,14086026,4400,20170007,WR,good,1.0,0
14455949,14086204,810,20140970,WR,failed,1.0,0
14455959,14087215,1200,20150004,WR,good,1.0,0
14455960,14087421,4400,20130076,WR,good,1.0,0
14455961,14087452,4400,20170007,WR,failed,0.0,0
14455001,14000160,810,20150648,TE,failed,0.0,0
14455003,14001090,3000,20180599,WR,good,1.0,0
14455004,14001764,2700,20170237,WR,good,1.0,0
14455005,14001905,3200,20180807,RB,good,1.0,0
14455006,14001996,1050,20180105,WR,failed,0.0,0
14455007,14002893,4500,20170792,WR,failed,0.0,1
14455008,14002910,4500,20170792,WR,failed,0.0,1
14455009,14002911,4500,20150931,TE,good,1.0,0
14455048,14004453,2310,20180564,WR,good,1.0,0
14455049,14004916,920,20170009,WR,good,1.0,0
14455050,14005023,1400,20150092,TE,good,1.0,0
14455051,14005447,3900,20180165,RB,failed,0.0,0
14455052,14005470,3900,20180165,RB,failed,0.0,0
14455053,14005970,4600,20170810,WR,good,1.0,0
14455054,14006094,2520,20160100,QB,failed,1.0,0
14455055,14006659,3300,20160891,TE,failed,0.0,0
14455093,14008679,750,20160517,WR,failed,1.0,0
14455094,14009360,4500,20170803,TE,failed,0.0,1
14455095,14009562,3300,20160047,WR,good,1.0,0
14455096,14010019,3000,20160023,WR,failed,0.0,0
14455097,14010152,3000,20180612,WR,good,1.0,0
14455098,14010612,2100,20151061,WR,failed,0.0,0
14455099,14010798,1540,20170510,WR,failed,0.0,0
14455138,14012958,5110,20180668,WR,failed,0.0,0
14455139,14013090,610,20180703,WR,failed,0.0,0
14455140,14013119,610,20180703,WR,failed,0.0,0
14455141,14013317,2200,20170867,WR,failed,0.0,0
14455142,14013402,1050,20180725,WR,failed,1.0,1
14455143,14013846,3300,20150627,WR,failed,0.0,0
14455144,14013959,3300,20160156,RB,failed,0.0,0
14455145,14014879,2250,20170566,WR,failed,0.0,0
14455146,14014884,2250,20150132,WR,failed,0.0,0
14455183,14016706,3800,20180047,WR,failed,0.0,0
14455184,14016822,325,20140091,WR,failed,0.0,0
14455185,14018010,4400,20170007,WR,failed,0.0,0
14455186,14018076,4400,20030566,TE,good,1.0,0
14455187,14018799,3300,20070009,WR,good,1.0,0
14455228,14021287,325,20150125,RB,failed,0.0,0
14455229,14021792,3000,20150146,WR,good,1.0,0
14455230,14022078,2510,20150989,RB,good,1.0,0
14455231,14022518,3900,20170105,RB,good,1.0,0
14455273,14025008,200,20160081,TE,good,1.0,0
14455274,14025027,200,20120083,WR,good,1.0,0
14455275,14025522,1050,20180001,QB,good,1.0,0
14455276,14025849,2120,20120097,RB,failed,1.0,0
14455277,14026158,4500,20170146,TE,good,1.0,0
14455278,14026658,3000,20110043,TE,failed,0.0,0
14455318,14029091,200,20120083,WR,failed,1.0,0
14455319,14029138,920,20110004,WR,failed,0.0,0
14455320,14029933,2200,20180169,RB,failed,0.0,0
14455321,14029955,2200,20160598,WR,good,1.0,0
14455322,14030130,3430,20140209,WR,failed,0.0,0
14455323,14030160,2250,20170110,WR,failed,0.0,0
14455324,14030236,4400,20150015,RB,good,1.0,0
14455325,14030441,3000,20130181,RB,good,1.0,0
14455326,14030784,3410,20160040,WR,good,1.0,0
14455327,14030850,1050,20180105,WR,failed,0.0,0
14455328,14030995,2520,20080036,WR,good,1.0,0
14455329,14031098,3900,20170105,RB,good,1.0,0
14455363,14033164,3410,20120128,TE,good,1.0,0
14455364,14033651,1800,20170134,RB,good,1.0,0
14455365,14033674,1800,20180174,WR,failed,0.0,0
14455366,14034553,5110,20130154,RB,failed,0.0,0
14455367,14034727,1400,20100022,WR,failed,0.0,0
14455368,14035361,4500,20080205,WR,failed,0.0,0
14455369,14035394,4500,20170146,TE,failed,0.0,0
14455408,14037089,4900,20140007,WR,failed,0.0,0
14455409,14037289,3900,20150160,TE,failed,0.0,1
14455410,14037290,3900,20170062,WR,good,1.0,0
14455411,14037433,1050,20180105,WR,good,1.0,0
14455412,14038235,2700,20130144,WR,good,1.0,0
14455413,14039393,750,20110058,WR,good,1.0,0
14455453,14041340,3410,20140012,WR,failed,0.0,0
14455454,14042314,2100,20160140,WR,failed,0.0,1
14455455,14042315,2100,20170072,WR,failed,0.0,0
14455456,14042775,750,20120118,WR,good,1.0,0
14455498,14045280,3800,20040003,WR,good,1.0,0
14455499,14045425,3200,20130029,WR,failed,0.0,0
14455500,14045593,750,20170008,RB,failed,0.0,0
14455501,14045960,4900,20170084,WR,good,1.0,0
14455502,14046375,2250,20170110,WR,failed,0.0,0
14455503,14046701,2510,20150010,RB,good,1.0,0
14455504,14047183,2200,20160598,WR,good,1.0,0
14455505,14047410,1050,20160138,TE,failed,0.0,0
14455543,14049524,610,20110944,WR,failed,0.0,0
14455544,14049772,1050,20180175,WR,failed,0.0,0
14455545,14049795,1050,20140063,WR,failed,1.0,0
14455546,14050801,2510,20170044,TE,good,1.0,0
14455547,14050873,4400,20030566,TE,failed,0.0,0
14455588,14053394,810,20140700,TE,good,1.0,0
14455589,14053418,1540,20170096,WR,failed,0.0,0
14455590,14053426,1540,20170096,WR,failed,1.0,0
14455591,14054185,2310,20130063,TE,failed,0.0,0
14455633,14057882,810,20120700,WR,good,1.0,0
14455634,14057955,810,20170045,TE,good,1.0,0
14455635,14057969,3000,20130622,WR,failed,0.0,1
14455636,14057970,3000,20130622,WR,good,1.0,0
14455637,14057992,3000,20110043,TE,failed,0.0,0
14455638,14058144,750,20120118,WR,failed,0.0,0
14455639,14058416,3900,20150160,TE,failed,0.0,0
14455678,14062486,810,20140061,WR,failed,0.0,0
14455679,14062522,1540,20170096,WR,failed,0.0,0
14455680,14063508,3410,20160915,RB,failed,0.0,0
14455723,14065673,200,20160081,TE,failed,0.0,0
14455724,14066480,1050,20180105,WR,failed,1.0,0
14455725,14066774,610,20170037,WR,good,1.0,0
14455726,14067458,3700,20100060,WR,good,1.0,0
14455727,14067608,4400,20030566,TE,good,1.0,0
14455728,14067617,4400,20130076,WR,good,1.0,0
14455768,14071029,920,20130037,RB,failed,1.0,0
14455769,14071561,4600,20150069,WR,good,1.0,0
14455770,14072204,5110,20060006,TE,good,1.0,0
14455771,14072214,5110,20120013,WR,good,1.0,0
14455813,14073766,200,20160721,WR,failed,0.0,0
14455814,14074273,3300,20160047,WR,failed,0.0,0
14455815,14074405,1800,20140053,WR,good,1.0,0
14455816,14075270,4400,20170007,WR,good,1.0,0
14455858,14078207,920,20160199,WR,good,1.0,0
14455859,14079254,3900,20150691,WR,good,1.0,0
14455860,14079516,1800,20100095,TE,failed,0.0,1
14455903,14082277,3410,20160040,WR,failed,0.0,1
14455904,14082278,3410,20170023,TE,good,1.0,0
14455905,14082335,1200,20180081,WR,good,1.0,0
14455906,14082473,1400,20180040,WR,failed,0.0,0
14455907,14083122,4500,20170177,WR,good,1.0,0
14455908,14083250,810,20160113,ILB,good,1.0,0
14455909,14084042,4900,20170084,WR,failed,0.0,0
14455910,14084050,4900,20150521,WR,failed,0.0,0
15455948,15086045,2120,20130027,WR,good,1.0,0
15455959,15087067,325,20190093,WR,failed,0.0,0
15455970,15088223,1800,20140053,WR,failed,0.0,0
15455003,15000386,4400,20170247,WR,failed,0.0,0
15455004,15001124,3200,20190483,WR,failed,0.0,0
15455005,15001173,3200,20190415,RB,good,1.0,0
15455006,15001585,200,20180429,WR,failed,0.0,0
15455007,15001713,200,20190562,WR,good,1.0,0
15455008,15001816,3300,20110145,RB,failed,0.0,0
15455009,15002298,2100,20151061,WR,good,1.0,0
15455010,15002510,4900,20170581,RB,failed,0.0,0
15455011,15002557,4900,20190965,RB,failed,0.0,0
15455012,15002578,4900,20170581,RB,failed,0.0,0
15455013,15002728,1400,20190187,WR,good,1.0,0
15455048,15004981,750,20130687,WR,failed,1.0,1
